Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeName,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Lisa Walls,904,Female,3,Sales Executive,Married,50790,3.0
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Brenda Farmer,905,Male,3,Healthcare Representative,Married,23210,9.0
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Matthew Pratt,906,Female,2,Healthcare Representative,Married,174440,1.0
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,Adam Baxter,907,Female,2,Healthcare Representative,Single,24040,6.0
44,No,Travel_Frequently,Sales,2,2,Marketing,Julie Ballard,908,Male,1,Laboratory Technician,Married,34520,4.0
48,No,Travel_Frequently,Sales,10,4,Marketing,Lori Evans,909,Female,3,Manager,Married,22700,2.0
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,Rhonda Clark,910,Male,2,Manager,Divorced,173990,6.0
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,Janice Fitzgerald,911,Male,2,Research Scientist,Single,54880,1.0
27,No,Travel_Rarely,Sales,10,4,Life Sciences,Lance Warner,912,Male,3,Sales Executive,Married,194190,7.0
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Jason Marks,913,Male,1,Research Scientist,Single,28110,2.0
40,Yes,Travel_Rarely,Sales,16,4,Marketing,Margaret Dawson,914,Male,1,Research Director,Single,36330,3.0
29,No,Travel_Rarely,Research & Development,20,1,Medical,Maria Brewer,915,Female,2,Manager,Single,41630,9.0
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Sean Peterson,916,Female,3,Sales Executive,Married,21320,4.0
25,No,Travel_Frequently,Sales,5,1,Marketing,Tammie Barber,917,Male,4,Manufacturing Director,Divorced,139730,1.0
39,No,Travel_Rarely,Sales,10,3,Marketing,Wanda Sanchez,918,Female,2,Research Director,Married,26840,4.0
49,No,Travel_Rarely,Sales,4,2,Life Sciences,John Daugherty,919,Male,2,Research Director,Married,108450,3.0
50,No,Travel_Rarely,Research & Development,2,2,Medical,Carrie Horton,920,Male,3,Sales Executive,Divorced,43770,5.0
20,No,Travel_Rarely,Research & Development,18,4,Medical,Kylie Newton,921,Female,2,Sales Executive,Single,37430,1.0
34,No,Travel_Rarely,Research & Development,10,3,Medical,Kelly Wagner,922,Male,3,Laboratory Technician,Divorced,41480,1.0
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Courtney Quinn,923,Female,2,Healthcare Representative,Single,10510,2.0
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,Meghan Osborne,924,Female,2,Research Scientist,Married,107390,2.0
36,No,Non-Travel,Research & Development,8,4,Life Sciences,Sally Swanson,925,Male,4,Laboratory Technician,Married,103880,0.0
36,No,Travel_Rarely,Research & Development,2,2,Medical,Michael Roberts,926,Female,2,Healthcare Representative,Divorced,114160,6.0
54,No,Travel_Rarely,Sales,24,3,Marketing,Sandra Clark,927,Male,1,Laboratory Technician,Married,26000,3.0
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Jessica Walker,928,Female,1,Research Scientist,Married,24220,1.0
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,David Johnson,929,Male,1,Research Director,Single,54720,3.0
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,Donald Woodward,930,Male,2,Research Scientist,Married,24510,7.0
29,No,Travel_Rarely,Research & Development,1,2,Medical,Aaron Dean,931,Male,2,Sales Representative,Divorced,42400,1.0
33,No,Travel_Rarely,Research & Development,7,3,Medical,Amanda Obrien,932,Male,5,Sales Executive,Divorced,109990,1.0
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Brett Martin,933,Male,5,Research Scientist,Divorced,50030,
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,Tyler Farrell,934,Female,2,Sales Executive,Married,127420,1.0
49,No,Travel_Rarely,Research & Development,2,4,Medical,David Skinner,935,Male,1,Laboratory Technician,Divorced,42270,4.0
38,No,Travel_Frequently,Sales,29,2,Medical,John Jones,936,Female,1,Sales Executive,Single,39170,1.0
47,No,Travel_Rarely,Research & Development,1,4,Medical,Christine Hicks MD,937,Male,3,Laboratory Technician,Divorced,183030,6.0
49,No,Travel_Rarely,Research & Development,21,3,Medical,James King,938,Male,2,Manufacturing Director,Single,23800,4.0
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Brett Mack,939,Female,4,Manager,Single,137260,3.0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Billy Ford,940,Male,1,Sales Representative,Single,47770,1.0
33,No,Non-Travel,Research & Development,18,2,Medical,Kimberly Hill,941,Female,2,Healthcare Representative,Divorced,63850,1.0
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Colleen Fernandez,942,Male,3,Sales Executive,Married,199730,6.0
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Kristin Hood,943,Female,3,Healthcare Representative,Divorced,68610,4.0
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,James Townsend,944,Female,3,Laboratory Technician,Single,49690,1.0
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Christopher Miller,945,Male,1,Sales Executive,Married,198450,7.0
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Amber Wallace,946,Male,4,Research Director,Married,133200,3.0
48,Yes,Travel_Frequently,Sales,10,2,Marketing,Kelly Montgomery,947,Male,1,Healthcare Representative,Married,63470,2.0
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Gavin Ochoa,948,Male,2,Research Scientist,Single,27430,1.0
26,No,Non-Travel,Research & Development,18,2,Medical,Jacqueline Hanna,949,Male,1,Human Resources,Single,108800,1.0
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,April Powers,950,Male,5,Laboratory Technician,Divorced,23420,5.0
34,No,Travel_Rarely,Sales,28,3,Life Sciences,Charles Bates,951,Female,2,Research Scientist,Married,176500,1.0
60,No,Travel_Rarely,Sales,17,4,Medical,David Cortez,952,Male,1,Manager,Divorced,40250,3.0
33,No,Travel_Rarely,Sales,3,3,Life Sciences,Kerri Lopez,953,Male,3,Manager,Married,97250,1.0
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Mrs. Chelsea Cook,954,Male,1,Laboratory Technician,Divorced,119040,1.0
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Kevin Gibson,955,Male,1,Healthcare Representative,Married,21770,1.0
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,Crystal Cook,956,Male,2,Research Scientist,Divorced,75250,1.0
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Tanya Adkins,957,Male,1,Research Scientist,Married,48340,1.0
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Jacob Brown,958,Male,3,Sales Executive,Single,20420,0.0
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,Jonathan Garcia,959,Male,2,Sales Executive,Married,22200,1.0
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,April Meyer,960,Male,3,Sales Executive,Married,10520,1.0
41,No,Travel_Rarely,Sales,6,4,Marketing,Colleen Richardson,961,Male,1,Research Scientist,Single,28210,1.0
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Melissa Friedman,962,Male,2,Research Scientist,Married,192370,9.0
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,Aaron Osborne,963,Female,3,Research Scientist,Single,41070,3.0
45,No,Non-Travel,Sales,2,3,Life Sciences,Amanda Fields,964,Female,2,Manufacturing Director,Married,83960,3.0
24,Yes,Travel_Rarely,Sales,6,2,Medical,Andrea Johnson,965,Female,2,Manager,Married,20070,1.0
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,Michael Lee,966,Female,2,Sales Executive,Married,196270,7.0
26,No,Travel_Rarely,Research & Development,9,1,Medical,Edward Martinez,967,Male,1,Sales Executive,Married,106860,1.0
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Brianna Patton,968,Male,1,Research Director,Single,29420,1.0
32,No,Travel_Frequently,Sales,1,1,Marketing,Erin Williamson,969,Male,2,Laboratory Technician,Married,88580,6.0
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,Tracy Burnett,970,Male,1,Sales Executive,Married,167560,1.0
41,No,Non-Travel,Sales,2,2,Medical,Alec Trevino,971,Male,2,Research Scientist,Married,107980,6.0
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,Jennifer Young,972,Male,1,Healthcare Representative,Married,23230,2.0
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Frederick Dean,973,Female,1,Research Scientist,Divorced,14160,1.0
46,No,Travel_Rarely,Research & Development,6,3,Medical,Maria Ortiz,974,Male,4,Sales Executive,Single,46150,6.0
35,No,Travel_Rarely,Sales,8,4,Life Sciences,Monique Vaughn,975,Male,1,Laboratory Technician,Married,24610,2.0
30,No,Travel_Rarely,Sales,9,4,Marketing,Lance Cox,976,Male,1,Laboratory Technician,Married,87220,1.0
47,No,Non-Travel,Research & Development,3,2,Life Sciences,Brian Johnson,977,Female,2,Sales Executive,Married,39550,7.0
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Taylor Garcia,978,Female,3,Sales Executive,Divorced,99570,4.0
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,Brittany Allen,979,Male,2,Manufacturing Director,Divorced,33760,5.0
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,Aaron Rodriguez,980,Female,2,Research Director,Single,88230,6.0
23,No,Travel_Rarely,Sales,6,4,Life Sciences,James Davis,981,Male,3,Manufacturing Director,Single,103220,1.0
31,No,Travel_Frequently,Sales,3,3,Marketing,Daniel Levine,982,Male,2,Sales Executive,Single,46210,2.0
39,No,Non-Travel,Research & Development,3,3,Life Sciences,Aaron Walsh,983,Female,2,Manufacturing Director,Married,109760,1.0
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Latasha Kelly,984,Male,1,Research Scientist,Married,36600,3.0
40,No,Travel_Rarely,Sales,6,3,Life Sciences,Jon Kaufman,985,Male,3,Manufacturing Director,Single,104820,1.0
45,No,Travel_Rarely,Research & Development,19,4,Medical,Ashley Baker,986,Male,1,Sales Representative,Married,71190,4.0
30,No,Travel_Frequently,Sales,9,3,Life Sciences,Samantha Murphy,987,Male,1,Research Director,Single,95820,0.0
24,No,Travel_Frequently,Sales,3,4,Marketing,Nathan Smith,988,Male,1,Sales Executive,Married,45080,0.0
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,Autumn Davila,989,Female,1,Human Resources,Divorced,22070,6.0
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Diamond Rodriguez,990,Male,3,Laboratory Technician,Married,77560,1.0
27,No,Travel_Rarely,Sales,3,3,Life Sciences,Maureen Aguilar,991,Male,1,Manager,Single,66940,1.0
29,Yes,Travel_Rarely,Sales,4,3,Marketing,Gabrielle Phillips,992,Male,5,Research Scientist,Single,36910,1.0
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Robin Frye,993,Female,1,Sales Executive,Single,23770,8.0
30,No,Travel_Rarely,Sales,7,3,Life Sciences,Kimberly Hudson,994,Male,3,Sales Executive,Divorced,23130,2.0
34,No,Travel_Rarely,Research & Development,1,2,Medical,Mark Hart,995,Female,2,Healthcare Representative,Married,176650,0.0
33,No,Non-Travel,Research & Development,2,4,Medical,Jason Williams,996,Male,1,Sales Representative,Single,25960,8.0
49,No,Travel_Rarely,Sales,3,4,Marketing,Gloria Russell,997,Male,1,Sales Executive,Single,47280,3.0
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Christopher Rodriguez,998,Male,1,Sales Executive,Single,43020,2.0
38,No,Travel_Frequently,Research & Development,28,3,Medical,Donna Holt,999,Male,1,Healthcare Representative,Married,29790,4.0
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,Rachael Ballard,1000,Male,2,Laboratory Technician,Married,168850,2.0
29,No,Travel_Rarely,Research & Development,3,4,Other,Jordan Payne,1001,Female,2,Sales Representative,Divorced,55930,1.0
30,No,Travel_Rarely,Research & Development,2,1,Medical,Kim Gibson,1002,Male,1,Sales Representative,Married,104450,3.0
32,No,Non-Travel,Research & Development,10,4,Life Sciences,Charles Bean,1003,Female,1,Laboratory Technician,Single,87400,2.0
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,Samuel Estes,1004,Female,1,Manufacturing Director,Married,25140,3.0
43,Yes,Travel_Frequently,Research & Development,1,4,Other,John Anderson,1005,Male,3,Sales Executive,Married,76550,9.0
42,No,Travel_Rarely,Human Resources,1,3,Other,Theresa Lee,1006,Female,1,Healthcare Representative,Divorced,174650,8.0
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Timothy Smith,1007,Female,1,Sales Executive,Married,73510,8.0
33,No,Non-Travel,Research & Development,14,3,Other,Rebecca Meyer,1008,Male,1,Research Scientist,Divorced,108200,5.0
41,No,Travel_Rarely,Research & Development,5,3,Medical,Daniel Mercer,1009,Male,1,Sales Representative,Divorced,121690,1.0
34,No,Non-Travel,Research & Development,7,4,Medical,Kristin Gibson,1010,Female,1,Research Scientist,Divorced,196260,1.0
53,No,Non-Travel,Research & Development,10,4,Medical,William Hunt,1011,Male,2,Healthcare Representative,Married,20700,4.0
43,No,Travel_Rarely,Sales,16,2,Marketing,Kevin Smith,1012,Female,1,Laboratory Technician,Single,67820,0.0
34,No,Travel_Rarely,Sales,10,2,Life Sciences,Lindsey Potter MD,1013,Female,5,Sales Executive,Single,77790,5.0
21,Yes,Travel_Rarely,Sales,1,2,Marketing,Stephanie Washington,1014,Male,5,Healthcare Representative,Single,27910,1.0
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Michael Small,1015,Female,2,Sales Executive,Married,32010,1.0
22,Yes,Travel_Rarely,Research & Development,1,3,Other,Keith Hernandez,1016,Male,4,Research Scientist,Married,49680,1.0
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,Glenn Martin,1017,Male,5,Sales Executive,Married,131200,1.0
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Mitchell Miller,1018,Female,1,Manager,Married,40330,2.0
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Michael Lane,1019,Male,2,Sales Executive,Married,32910,1.0
46,No,Travel_Rarely,Sales,3,4,Marketing,Corey Henderson,1020,Female,1,Sales Representative,Divorced,42720,7.0
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Ashley Reynolds,1021,Female,4,Research Scientist,Married,50560,7.0
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,Lauren Cox,1022,Male,1,Research Scientist,Divorced,28440,1.0
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,Claudia Williamson,1023,Male,2,Sales Executive,Divorced,27030,2.0
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Kyle Williams,1024,Male,2,Research Scientist,Single,19040,1.0
33,No,Travel_Rarely,Research & Development,8,5,Medical,Anne Anderson,1025,Male,2,Laboratory Technician,Married,82240,6.0
28,No,Travel_Rarely,Sales,9,3,Medical,Jonathan Horton,1026,Female,2,Sales Executive,Married,47660,1.0
39,No,Travel_Rarely,Sales,3,4,Marketing,Luis Ewing,1027,Female,2,Laboratory Technician,Single,26100,7.0
46,No,Non-Travel,Research & Development,9,2,Life Sciences,John Juarez,1028,Male,2,Manufacturing Director,Single,57310,8.0
40,No,Travel_Rarely,Research & Development,2,2,Medical,Rebecca Miller,1029,Male,1,Research Director,Married,25390,4.0
42,No,Travel_Rarely,Research & Development,7,4,Other,Carrie Gordon,1030,Female,2,Laboratory Technician,Married,57140,5.0
35,No,Non-Travel,Sales,10,1,Life Sciences,Curtis Baker,1031,Female,2,Research Director,Divorced,43230,2.0
38,No,Non-Travel,Sales,6,4,Marketing,James Hicks,1032,Male,3,Sales Executive,Divorced,73360,5.0
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Michael Harris,1033,Male,1,Manufacturing Director,Married,134990,4.0
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,Max Green,1034,Male,1,Laboratory Technician,Single,137580,1.0
39,No,Travel_Frequently,Research & Development,2,1,Medical,Douglas Mcdaniel,1035,Male,2,Healthcare Representative,Divorced,51550,2.0
43,No,Non-Travel,Human Resources,8,5,Medical,Vanessa White,1036,Female,3,Sales Executive,Single,22580,4.0
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Tracy Stevenson,1037,Male,3,Research Scientist,Single,35970,3.0
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,Victoria Ortiz,1038,Male,3,Laboratory Technician,Divorced,25150,0.0
30,No,Travel_Rarely,Sales,26,3,Marketing,Stacey Smith,1039,Female,2,Manager,Single,44200,9.0
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,Troy Owens,1040,Female,3,Sales Executive,Married,65780,0.0
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,Mark Mcdonald,1041,Male,1,Sales Executive,Married,44220,4.0
40,No,Travel_Rarely,Sales,27,2,Medical,Rebecca Hall,1042,Female,3,Sales Executive,Divorced,102740,4.0
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Kimberly Ramos,1043,Male,2,Laboratory Technician,Married,53430,1.0
58,No,Non-Travel,Research & Development,2,4,Medical,David Ball,1044,Male,1,Laboratory Technician,Divorced,23760,4.0
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Marcus Clarke,1045,Female,3,Manufacturing Director,Married,53460,0.0
47,No,Travel_Rarely,Research & Development,19,5,Medical,Alicia Perry,1046,Female,2,Research Scientist,Divorced,28270,8.0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Victoria Cantrell,1047,Male,2,Manager,Divorced,199430,2.0
54,No,Travel_Rarely,Sales,27,4,Medical,Kayla Harris,1048,Male,1,Research Scientist,Married,31310,4.0
31,No,Travel_Frequently,Sales,8,4,Other,Ronald Zhang,1049,Female,3,Manufacturing Director,Married,25520,2.0
28,No,Travel_Rarely,Sales,1,2,Life Sciences,Juan Johnson,1050,Male,3,Manager,Married,44770,1.0
38,No,Travel_Rarely,Research & Development,19,3,Medical,Jennifer Cochran,1051,Female,2,Manufacturing Director,Married,64740,2.0
26,No,Travel_Rarely,Sales,8,3,Marketing,Margaret Holt,1052,Female,1,Healthcare Representative,Single,30330,1.0
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,Mark Jones,1053,Female,1,Sales Representative,Married,29360,2.0
18,No,Non-Travel,Research & Development,2,3,Life Sciences,Linda Burke,1054,Male,3,Sales Representative,Single,186060,1.0
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Robert Harris,1055,Male,3,Laboratory Technician,Married,21680,0.0
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,Sonia Harris,1056,Male,1,Manager,Divorced,28530,4.0
45,No,Non-Travel,Sales,1,4,Technical Degree,William Gentry,1057,Male,1,Research Scientist,Married,170480,4.0
36,No,Travel_Rarely,Sales,2,3,Technical Degree,John White,1058,Female,5,Laboratory Technician,Married,22900,4.0
43,No,Travel_Frequently,Sales,8,3,Medical,Jose Ingram,1059,Male,1,Research Director,Married,36000,1.0
27,No,Travel_Frequently,Sales,8,4,Life Sciences,Kyle Pearson,1060,Male,5,Research Scientist,Single,21070,0.0
29,No,Travel_Frequently,Research & Development,6,2,Medical,Calvin Sanchez,1061,Male,1,Human Resources,Married,41150,1.0
32,No,Travel_Frequently,Sales,9,4,Life Sciences,Ryan Barajas,1062,Male,4,Sales Executive,Single,43270,8.0
42,No,Non-Travel,Research & Development,11,3,Medical,Crystal Jacobs,1063,Male,1,Manager,Married,178560,3.0
47,No,Travel_Rarely,Sales,2,2,Life Sciences,Aimee Grant,1064,Female,5,Manager,Single,31960,4.0
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Tyler Anderson,1065,Female,1,Laboratory Technician,Divorced,190810,3.0
28,No,Non-Travel,Research & Development,7,3,Life Sciences,Shelly Cantrell,1066,Male,1,Sales Executive,Divorced,89660,1.0
29,No,Travel_Rarely,Research & Development,16,3,Medical,Lisa Rasmussen,1067,Female,1,Manufacturing Director,Divorced,22100,8.0
42,No,Travel_Rarely,Sales,2,4,Medical,Mitchell Smith,1068,Female,2,Research Director,Single,45390,4.0
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,Heather Farmer,1069,Male,2,Laboratory Technician,Single,27410,7.0
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Cynthia Burton,1070,Male,2,Laboratory Technician,Divorced,34910,2.0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,Jennifer Spears,1071,Female,5,Research Scientist,Married,45410,1.0
29,No,Travel_Rarely,Research & Development,1,2,Medical,Heather Butler,1072,Male,3,Sales Executive,Married,26780,1.0
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Melinda Hester,1073,Male,1,Manufacturing Director,Married,73790,7.0
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Jonathan Walters,1074,Female,2,Manager,Married,62720,4.0
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,Rodney Suarez,1075,Female,1,Laboratory Technician,Single,52200,1.0
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,Catherine Vasquez,1076,Female,2,Sales Representative,Married,27430,5.0
27,No,Travel_Frequently,Research & Development,16,4,Medical,Chris Harris MD,1077,Male,3,Healthcare Representative,Married,49980,0.0
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,Amy Gutierrez,1078,Male,3,Healthcare Representative,Divorced,102520,8.0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Cody Potter,1079,Female,1,Human Resources,Married,27810,8.0
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,Nancy Hall,1080,Male,2,Laboratory Technician,Married,68520,1.0
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,Tracy Welch,1081,Female,2,Sales Executive,Single,49500,1.0
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,Clifford Flores,1082,Female,2,Laboratory Technician,Single,35790,1.0
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Monica Brown,1083,Male,1,Sales Executive,Married,131910,1.0
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Michelle Anderson,1084,Female,5,Manager,Divorced,103770,1.0
34,No,Travel_Rarely,Sales,14,2,Technical Degree,Evan Stewart,1085,Female,1,Sales Executive,Married,22350,2.0
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,Erin Jackson,1086,Female,1,Sales Executive,Single,105020,3.0
37,No,Travel_Rarely,Research & Development,7,2,Medical,Andrew Nichols,1087,Male,1,Manufacturing Director,Married,20110,5.0
35,No,Travel_Rarely,Sales,2,1,Technical Degree,Diana Arias,1088,Male,2,Laboratory Technician,Married,18590,0.0
45,No,Travel_Rarely,Research & Development,3,3,Medical,Debbie Sullivan,1089,Female,2,Sales Executive,Married,37600,0.0
36,No,Travel_Frequently,Research & Development,5,3,Medical,Laura Robinson,1090,Female,4,Manufacturing Director,Single,177790,1.0
40,No,Travel_Rarely,Research & Development,3,3,Other,Teresa Hughes DDS,1091,Male,1,Sales Executive,Divorced,68330,2.0
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Benjamin Moore,1092,Male,2,Human Resources,Married,68120,1.0
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Mary Jenkins,1093,Male,2,Manufacturing Director,Single,51710,0.0
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Karen Pierce,1094,Male,2,Research Director,Divorced,197400,3.0
44,No,Travel_Rarely,Sales,1,2,Medical,Michael Curtis,1095,Male,4,Manager,Married,187110,2.0
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,Cheryl Ramirez,1096,Female,1,Sales Representative,Married,36920,1.0
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,Monique Stone,1097,Female,5,Sales Executive,Single,25590,1.0
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,Marie Walsh,1098,Female,3,Healthcare Representative,Married,25170,2.0
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Danielle Mckinney,1099,Female,1,Sales Executive,Married,66230,5.0
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Christopher Rodriguez,1100,Female,2,Sales Executive,Married,182650,9.0
31,No,Travel_Rarely,Sales,9,4,Life Sciences,Brad Wilson,1101,Female,1,Sales Executive,Divorced,161240,2.0
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Sharon Jenkins,1102,Female,3,Laboratory Technician,Married,25850,3.0
31,No,Travel_Rarely,Sales,25,2,Life Sciences,Holly Rodriguez,1103,Female,3,Manufacturing Director,Divorced,182130,8.0
26,No,Travel_Frequently,Sales,16,2,Life Sciences,Marie Jackson,1104,Male,2,Healthcare Representative,Married,83800,
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Todd Smith,1105,Female,2,Manager,Single,29940,4.0
33,No,Travel_Rarely,Sales,1,3,Life Sciences,Debra Kennedy,1106,Female,5,Sales Executive,Single,12230,1.0
28,No,Travel_Frequently,Sales,8,3,Life Sciences,Joseph Bishop,1107,Male,4,Research Scientist,Married,11180,1.0
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,Mason Coleman,1108,Male,2,Sales Executive,Single,28750,1.0
39,No,Non-Travel,Research & Development,8,5,Medical,Victoria Medina DDS,1109,Female,2,Sales Representative,Married,188240,6.0
27,No,Travel_Rarely,Sales,3,2,Technical Degree,Raymond Walsh,1110,Male,2,Healthcare Representative,Married,135770,1.0
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,Aaron Rubio,1111,Female,2,Manufacturing Director,Married,26250,1.0
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,Tammy Smith,1112,Male,1,Research Director,Single,187890,3.0
47,No,Non-Travel,Research & Development,1,4,Medical,Stephanie Moon,1113,Male,1,Research Scientist,Married,45380,8.0
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Carlos Myers,1114,Female,2,Sales Executive,Married,198470,4.0
39,No,Travel_Rarely,Research & Development,1,3,Other,Matthew Johnson MD,1115,Female,1,Laboratory Technician,Married,105120,1.0
38,No,Travel_Frequently,Research & Development,4,2,Medical,Joseph Green,1116,Female,1,Manager,Divorced,44440,1.0
58,No,Travel_Rarely,Sales,5,3,Marketing,John Scott,1117,Male,5,Sales Representative,Married,21540,4.0
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,Melanie Obrien,1118,Male,2,Laboratory Technician,Single,191900,3.0
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Jody Brooks,1119,Female,1,Sales Representative,Divorced,44900,2.0
49,No,Travel_Frequently,Sales,11,4,Life Sciences,Christopher Wolfe,1120,Male,2,Research Scientist,Married,35060,3.0
42,No,Travel_Rarely,Sales,1,3,Life Sciences,Chelsea Kennedy,1121,Female,1,Sales Executive,Divorced,23720,3.0
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,Makayla Martin,1122,Male,4,Laboratory Technician,Married,102310,1.0
35,No,Travel_Rarely,Research & Development,25,1,Medical,Gregory Neal,1123,Male,1,Sales Executive,Married,54100,0.0
28,No,Non-Travel,Research & Development,21,1,Medical,Bethany Hubbard,1124,Male,3,Research Scientist,Single,79780,1.0
31,No,Non-Travel,Sales,23,1,Medical,Tanner Boyd,1125,Male,1,Sales Executive,Divorced,38670,1.0
36,No,Non-Travel,Research & Development,1,3,Life Sciences,Jason Silva,1126,Male,2,Research Scientist,Married,28380,1.0
34,No,Travel_Rarely,Sales,2,3,Marketing,Michael Long,1127,Male,4,Healthcare Representative,Single,46950,1.0
